,Seats,Engine_(CC),Power_(bhp),Mileage_(kmpl),Brand,Year,Kilometers_Driven,Fuel_Type,Tranmission,Owner_Type,Price_(Lacs)
3350,5,1197.0,82.0,18.9,Hyundai,2015,15000.0,Petrol,Manual,First,31.56
3351,5,1396.0,90.0,23.0,Hyundai,2014,32720.0,Diesel,Manual,First,28.98
3352,5,799.0,53.3,25.17,Renault,2016,12500.0,Petrol,Manual,First,19.32
3353,5,1197.0,82.0,16.9,Hyundai,2015,59800.0,Petrol,Automatic,First,37.35
3354,5,1598.0,103.6,15.04,Volkswagen,2011,54211.0,Petrol,Manual,First,21.45
3355,5,1998.0,163.7,14.39,Chevrolet,2015,62242.0,Diesel,Automatic,First,42.63
3356,5,1461.0,108.5,19.01,Nissan,2015,54000.0,Diesel,Manual,Second,37.03
3357,5,1582.0,126.32,22.32,Hyundai,2012,65000.0,Diesel,Manual,First,39.93
3358,5,998.0,67.04,23.1,Maruti,2015,55000.0,Petrol,Automatic,First,22.54
3359,5,998.0,67.1,18.9,Maruti,2010,71000.0,Petrol,Manual,First,12.88
3360,5,1396.0,88.8,21.9,Hyundai,2012,70000.0,Diesel,Manual,First,25.76
3361,5,1781.0,163.2,12.3,Audi,2011,53000.0,Petrol,Automatic,First,61.18
3362,5,1995.0,184.0,17.05,BMW,2013,43000.0,Diesel,Automatic,First,112.7
3363,5,1598.0,103.52,14.3,Skoda,2015,54000.0,Petrol,Automatic,First,39.35
3364,5,1197.0,78.9,20.36,Hyundai,2014,51000.0,Petrol,Manual,First,24.15
3365,6,2835.0,107.2,10.5,Mitsubishi,2007,78000.0,Diesel,Manual,Second,39.93
3366,5,1498.0,98.6,26.0,Honda,2014,25000.0,Diesel,Manual,First,39.61
3367,5,998.0,67.1,20.92,Maruti,2012,12600.0,Petrol,Manual,First,15.46
3368,5,1248.0,75.0,17.8,Maruti,2009,80000.0,Diesel,Manual,Fourth & Above,13.85
3369,5,1197.0,82.0,18.9,Hyundai,2016,21000.0,Petrol,Manual,First,24.15
3370,5,1196.0,70.0,15.6,Ford,2011,32000.0,Petrol,Manual,Second,13.85
3371,5,1197.0,81.86,18.9,Hyundai,2015,50000.0,Petrol,Manual,First,30.59
3372,5,1586.0,103.3,15.5,Maruti,2010,47500.0,Petrol,Manual,First,15.78
3373,5,1497.0,117.3,17.4,Honda,2017,7500.0,Petrol,Manual,First,71.81
3374,5,1461.0,108.45,19.6,Renault,2016,68163.0,Diesel,Automatic,First,57.32
3375,5,1498.0,98.6,25.8,Honda,2014,61000.0,Diesel,Manual,First,28.01
3376,7,2494.0,100.6,12.99,Toyota,2015,100000.0,Diesel,Manual,Second,77.28
3377,5,1995.0,181.0,16.07,BMW,2009,61500.0,Diesel,Automatic,Second,54.74
3378,5,1086.0,68.05,19.81,Hyundai,2017,42883.0,Petrol,Manual,First,27.5
3379,5,1461.0,83.8,20.45,Renault,2012,97000.0,Diesel,Manual,Second,27.37
3380,5,2360.0,170.0,11.3,Mitsubishi,2010,39525.0,Petrol,Automatic,First,59.57
3381,5,1248.0,88.5,24.3,Maruti,2017,35384.0,Diesel,Manual,First,55.45
3382,7,2987.0,233.575,11.8,Mercedes-Benz,2010,46000.0,Diesel,Automatic,First,180.32
3383,5,1498.0,98.96,23.0,Ford,2018,32189.0,Diesel,Manual,First,59.57
3384,5,1582.0,126.2,19.08,Hyundai,2016,27000.0,Diesel,Automatic,First,55.38
3385,5,1198.0,74.0,16.47,Volkswagen,2018,22734.0,Petrol,Manual,First,48.49
3386,5,1461.0,108.45,19.64,Renault,2014,58002.0,Diesel,Manual,First,37.03
3387,5,1198.0,86.8,16.5,Honda,2012,31500.0,Petrol,Automatic,First,26.73
3388,5,1196.0,86.8,18.16,Ford,2017,30933.0,Petrol,Manual,First,37.61
3389,5,1968.0,187.74,18.53,Audi,2012,27090.0,Diesel,Automatic,First,106.26
3390,7,2993.0,233.575,15.97,BMW,2015,29500.0,Diesel,Automatic,First,276.92
3391,5,1197.0,78.9,20.36,Hyundai,2013,45000.0,Petrol,Manual,First,22.86
3392,5,1197.0,81.83,18.6,Hyundai,2018,11691.0,Petrol,Manual,First,57.32
3393,5,1896.0,90.0,16.4,Skoda,2006,121000.0,Diesel,Manual,Second,16.1
3394,5,1493.0,110.0,16.2,Hyundai,2010,118077.0,Diesel,Manual,First,24.79
3395,5,1591.0,121.4,17.1,Hyundai,2012,36300.0,Petrol,Automatic,Third,48.3
3396,5,1341.0,61.0,15.3,Hyundai,2005,90000.0,Petrol,Manual,Second,11.59
3397,5,1399.0,68.0,20.0,Ford,2010,78000.0,Diesel,Manual,First,14.49
3398,5,1968.0,174.33,17.68,Audi,2015,42000.0,Diesel,Automatic,First,156.17
3399,5,1198.0,74.0,16.47,Volkswagen,2015,27000.0,Petrol,Manual,First,28.01
3400,5,1995.0,184.0,17.05,BMW,2012,22000.0,Diesel,Automatic,First,74.06
3401,5,1497.0,117.3,17.4,Honda,2014,49000.0,Petrol,Manual,First,30.59
3402,5,1396.0,90.0,23.0,Hyundai,2012,42600.0,Diesel,Manual,First,32.14
3403,5,1199.0,88.7,19.0,Honda,2018,12794.0,Petrol,Automatic,First,58.93
3404,4,1264.3333333333333,65.06666666666666,16.1,Maruti,2006,125000.0,Petrol,Manual,Fourth & Above,15.13
3405,5,2354.0,152.0,10.1,Honda,2014,88046.0,Petrol,Automatic,First,90.1
3406,5,2143.0,107.3,20.0,Mercedes-Benz,2014,8000.0,Diesel,Automatic,Second,127.19
3407,7,2179.0,140.0,16.0,Mahindra,2018,82739.0,Diesel,Automatic,First,108.0
3408,7,2523.0,63.0,13.6,Mahindra,2006,131500.0,Diesel,Manual,Third,16.1
3409,5,1498.0,99.6,17.97,Renault,2013,7000.0,Petrol,Automatic,First,23.51
3410,5,2179.0,187.74,12.35,Land,2012,60000.0,Diesel,Automatic,Second,151.34
3411,5,796.0,47.3,22.74,Maruti,2017,38000.0,Petrol,Manual,First,20.03
3412,5,1496.0,88.73,17.6,Toyota,2013,56344.0,Petrol,Manual,First,29.43
3413,5,1197.0,80.0,17.0,Hyundai,2014,17858.0,Petrol,Manual,First,34.26
3414,5,1197.0,78.9,20.36,Hyundai,2012,53000.0,Petrol,Manual,First,20.61
3415,5,1248.0,74.0,25.2,Maruti,2016,67906.0,Diesel,Manual,First,36.26
3416,5,814.0,55.2,21.1,Hyundai,2015,19000.0,Petrol,Manual,First,19.32
3417,5,1995.0,190.0,22.69,BMW,2010,67000.0,Diesel,Automatic,Second,59.57
3418,5,1396.0,70.0,23.57,Tata,2011,80000.0,Diesel,Manual,First,7.73
3419,5,796.0,47.3,22.74,Maruti,2015,61000.0,Petrol,Manual,First,13.85
3420,5,1199.0,73.9,22.07,Volkswagen,2010,39000.0,Diesel,Manual,First,19.64
3421,5,1798.0,138.03,14.28,Toyota,2014,59000.0,Petrol,Automatic,First,74.06
3422,5,1086.0,62.1,17.92,Hyundai,2008,80931.0,Petrol,Manual,First,14.81
3423,5,1197.0,81.8,20.4,Maruti,2016,34000.0,Petrol,Manual,First,31.88
3424,5,1461.0,84.8,21.64,Renault,2013,130000.0,Diesel,Manual,First,30.59
3425,5,1248.0,88.5,24.3,Maruti,2018,52380.0,Diesel,Manual,First,65.37
3426,5,1198.0,75.0,18.06,Nissan,2011,44000.0,Petrol,Manual,First,17.07
3427,5,1399.0,68.05,20.0,Ford,2015,84000.0,Diesel,Manual,First,24.47
3428,5,1997.0,141.1,13.1,Honda,2017,41697.0,Petrol,Automatic,First,107.42
3429,5,1461.0,108.5,19.01,Nissan,2014,131500.0,Diesel,Manual,First,32.2
3430,5,1197.0,78.9,17.71,Toyota,2011,42000.0,Petrol,Manual,Second,24.15
3431,5,1396.0,88.76,21.27,Hyundai,2013,129000.0,Diesel,Manual,Third,26.47
3432,5,1196.0,86.8,18.16,Ford,2015,32200.0,Petrol,Manual,Second,27.37
3433,6,2835.0,107.2,10.5,Mitsubishi,2004,129000.0,Diesel,Manual,First,22.22
3434,5,1968.0,174.33,17.11,Audi,2014,40000.0,Diesel,Automatic,First,144.9
3435,8,1998.0,132.0,12.4,Toyota,2006,131500.0,Petrol,Manual,First,28.98
3436,5,1150.0,74.9,15.26,Chevrolet,2007,131500.0,Petrol,Manual,First,5.8
3437,5,1341.0,83.0,15.3,Hyundai,2006,63181.0,Petrol,Manual,First,11.91
3438,5,1498.0,98.6,25.8,Honda,2013,39575.0,Diesel,Manual,First,20.93
3439,5,1248.0,75.0,17.8,Maruti,2010,63600.0,Diesel,Manual,Second,19.96
3440,5,1498.0,89.84,22.7,Ford,2014,70374.0,Diesel,Manual,First,47.27
3441,5,1498.0,88.5,20.14,Volkswagen,2015,26256.0,Diesel,Manual,First,27.37
3442,5,1197.0,81.86,18.6,Hyundai,2016,13460.0,Petrol,Manual,First,41.54
3443,8,2494.0,102.0,12.8,Toyota,2011,122000.0,Diesel,Manual,Second,69.23
3444,5,2143.0,203.2,15.26,Mercedes-Benz,2015,58589.0,Diesel,Automatic,First,178.71
3445,5,1061.0,64.0,17.3,Maruti,2005,115000.0,Petrol,Manual,Second,6.38
3446,7,2198.0,158.0,12.62,Ford,2016,75000.0,Diesel,Automatic,First,154.56
3447,5,1197.0,81.86,18.6,Hyundai,2016,30292.0,Petrol,Manual,First,39.28
3448,5,1199.0,88.7,17.5,Honda,2017,32248.0,Petrol,Manual,First,53.13
3449,5,1198.0,73.9,16.47,Volkswagen,2013,74000.0,Petrol,Manual,First,29.95
3450,5,1997.0,153.86,13.7,Honda,2014,56100.0,Petrol,Manual,First,62.79
3451,5,1197.0,81.86,18.9,Hyundai,2014,61325.0,Petrol,Manual,First,28.34
3452,5,1197.0,85.8,19.1,Maruti,2014,33000.0,Petrol,Manual,First,25.7
3453,5,2993.0,233.575,16.2,BMW,2016,18090.0,Diesel,Automatic,First,294.5
3454,5,1498.0,89.84,22.7,Ford,2014,71390.0,Diesel,Manual,First,33.94
3455,5,998.0,58.2,26.2,Maruti,2014,41000.0,CNG,Manual,First,22.54
3456,5,1498.0,98.6,26.0,Honda,2016,67000.0,Diesel,Manual,First,46.69
3457,5,1405.0,70.0,17.0,Tata,2008,99000.0,Diesel,Manual,Second,10.3
3458,5,1461.0,108.45,19.01,Renault,2014,131500.0,Diesel,Manual,Second,38.64
3459,5,1197.0,78.9,20.36,Hyundai,2010,26966.0,Petrol,Manual,First,19.32
3460,5,1199.0,88.7,18.7,Honda,2015,27628.0,Petrol,Manual,First,31.88
3461,5,1248.0,88.5,23.65,Maruti,2016,82497.0,Diesel,Manual,First,57.9
3462,5,2354.0,144.0,11.9,Honda,2007,86000.0,Petrol,Manual,Third,11.91
3463,5,1198.0,73.9,16.47,Volkswagen,2016,26981.0,Petrol,Manual,First,39.67
3464,5,1248.0,73.9,21.1,Maruti,2010,110471.0,Diesel,Manual,First,22.54
3465,5,1199.0,88.76,19.5,Honda,2014,69000.0,Petrol,Manual,First,28.98
3466,5,1197.0,81.83,18.6,Hyundai,2017,12000.0,Petrol,Manual,First,49.91
3467,5,1461.0,83.8,20.45,Renault,2014,77500.0,Diesel,Manual,First,42.5
3468,5,1197.0,82.0,18.9,Hyundai,2014,48031.0,Petrol,Manual,First,32.07
3469,5,1995.0,181.0,16.07,BMW,2008,131500.0,Diesel,Automatic,Third,62.79
3470,5,1498.0,89.84,22.7,Ford,2014,69565.0,Diesel,Manual,First,35.74
3471,5,1498.0,108.5,21.5,Volkswagen,2016,45492.0,Diesel,Automatic,First,66.33
3472,5,2354.0,177.6,11.7,Honda,2011,85000.0,Petrol,Automatic,Second,48.3
3473,5,1399.0,92.7,14.49,Chevrolet,2008,55902.0,Petrol,Manual,First,11.59
3474,5,1199.0,74.0,16.2,Volkswagen,2017,18500.0,Petrol,Manual,First,40.25
3475,7,2489.0,93.7,14.95,Mahindra,2015,129750.0,Diesel,Manual,Second,43.79
3476,5,1197.0,80.0,19.2,Hyundai,2009,50902.0,Petrol,Automatic,First,19.32
3477,7,2179.0,140.0,15.1,Mahindra,2015,84725.0,Diesel,Manual,First,74.7
3478,5,1582.0,126.24,22.7,Hyundai,2013,40000.0,Diesel,Manual,Second,44.76
3479,5,1798.0,160.0,14.3,Volkswagen,2010,60000.0,Petrol,Manual,Third,22.54
3480,5,1197.0,81.86,18.9,Hyundai,2014,33496.0,Petrol,Manual,First,35.42
3481,5,1197.0,81.83,18.6,Hyundai,2015,25000.0,Petrol,Manual,First,36.39
3482,8,1248.0,73.8,18.2,Chevrolet,2013,71000.0,Diesel,Manual,First,20.93
3483,5,1598.0,103.6,14.3,Skoda,2015,20826.0,Petrol,Automatic,First,49.72
3484,5,1582.0,126.2,19.67,Hyundai,2016,42244.0,Diesel,Manual,First,77.28
3485,5,936.0,57.6,25.44,Chevrolet,2013,98598.0,Diesel,Manual,First,9.98
3486,7,2982.0,171.0,11.5,Toyota,2011,62100.0,Diesel,Manual,First,69.23
3487,5,1197.0,81.83,18.6,Hyundai,2016,44238.0,Petrol,Manual,First,43.28
3488,7,2967.0,233.575,12.07,Audi,2012,91743.0,Diesel,Automatic,First,183.86
3489,4,2967.0,233.575,17.85,Porsche,2013,19828.0,Diesel,Automatic,Second,483.0
3490,5,1497.0,117.3,17.8,Honda,2016,36891.0,Petrol,Manual,First,67.56
3491,7,1493.0,100.0,17.21,Mahindra,2012,90049.0,Diesel,Manual,First,24.47
3492,5,1968.0,140.0,16.55,Audi,2012,74002.0,Diesel,Automatic,First,119.14
3493,5,2359.0,198.25,12.37,Hyundai,2013,41000.0,Petrol,Automatic,First,38.64
3494,5,1582.0,126.32,22.32,Hyundai,2012,83678.0,Diesel,Manual,First,35.42
3495,5,998.0,67.1,18.9,Maruti,2010,91000.0,Petrol,Manual,First,14.81
3496,7,1248.0,88.5,24.52,Maruti,2016,50000.0,Diesel,Manual,First,56.03
3497,5,1120.0,71.01,24.4,Hyundai,2015,58000.0,Diesel,Manual,First,31.88
3498,5,1248.0,74.0,22.9,Maruti,2012,80000.0,Diesel,Manual,First,27.37
3499,7,2179.0,140.0,16.0,Mahindra,2017,41290.0,Diesel,Manual,Second,70.45
3500,5,1995.0,190.0,22.48,BMW,2013,65000.0,Diesel,Automatic,First,136.91
3501,5,1798.0,138.03,14.28,Toyota,2016,16471.0,Petrol,Manual,Second,74.06
3502,5,1396.0,88.73,22.54,Hyundai,2015,54339.0,Diesel,Manual,Second,38.64
3503,6,1198.0,82.0,18.15,Mahindra,2016,24025.0,Petrol,Manual,First,26.4
3504,5,796.0,47.3,24.7,Maruti,2013,24027.0,Petrol,Manual,First,12.94
3505,5,1172.0,67.0,15.7,Fiat,2010,59270.0,Petrol,Manual,First,16.74
3506,5,998.0,67.1,18.9,Maruti,2012,40000.0,Petrol,Manual,First,15.13
3507,6,2835.0,118.6,9.5,Mitsubishi,2012,131500.0,Diesel,Manual,Second,58.93
3508,5,1198.0,86.8,19.4,Honda,2013,42320.0,Petrol,Manual,First,18.68
3509,5,1396.0,88.73,22.54,Hyundai,2017,24153.0,Diesel,Manual,Second,59.12
3510,5,1591.0,121.3,13.0,Hyundai,2016,27000.0,Petrol,Automatic,First,73.74
3511,5,796.0,38.4,26.83,Maruti,2012,92000.0,CNG,Manual,Second,13.52
3512,5,1198.0,86.7,17.8,Honda,2017,61795.0,Petrol,Manual,First,35.61
3513,6,1198.0,82.0,18.15,Mahindra,2016,13500.0,Petrol,Manual,First,24.15
3514,5,1497.0,117.3,18.0,Honda,2018,4500.0,Petrol,Automatic,First,80.5
3515,7,2179.0,140.0,16.0,Mahindra,2017,23000.0,Diesel,Automatic,First,99.82
3516,5,1086.0,62.0,6.274999999999997,Hyundai,2011,65400.0,Petrol,Manual,First,13.52
3517,5,2143.0,170.0,14.84,Mercedes-Benz,2013,80578.0,Diesel,Automatic,Second,93.38
3518,5,1461.0,108.45,19.6,Renault,2017,42646.0,Diesel,Automatic,First,80.24
3519,5,1198.0,74.0,16.47,Volkswagen,2014,30000.0,Petrol,Manual,Second,33.81
3520,5,1995.0,177.0,18.48,BMW,2012,90000.0,Diesel,Automatic,First,93.38
3521,5,2987.0,233.575,13.5,Mercedes-Benz,2009,98000.0,Diesel,Automatic,Second,161.0
3522,4,1057.0,174.66666666666666,6.274999999999997,Hyundai,2012,66400.0,Petrol,Manual,First,17.13
3523,4,2993.0,233.575,12.9,Jaguar,2012,50000.0,Diesel,Automatic,First,289.8
3524,5,1248.0,74.0,28.4,Maruti,2015,63310.0,Diesel,Manual,First,32.84
3525,5,1498.0,98.6,25.8,Honda,2014,66000.0,Diesel,Manual,First,22.54
3526,5,1995.0,181.0,16.07,BMW,2011,74000.0,Diesel,Automatic,Second,80.5
3527,5,1396.0,88.7,23.5,Hyundai,2012,93000.0,Diesel,Manual,First,35.74
3528,7,2982.0,169.0,11.5,Toyota,2015,70000.0,Diesel,Automatic,First,125.45
3529,5,1197.0,85.8,18.6,Maruti,2012,48772.0,Petrol,Manual,First,25.18
3530,5,1199.0,79.4,18.6,Chevrolet,2010,66000.0,Petrol,Manual,First,14.1
3531,5,1197.0,82.0,18.9,Hyundai,2017,27417.0,Petrol,Automatic,First,44.37
3532,5,1196.0,70.0,15.6,Ford,2011,51593.0,Petrol,Manual,Second,22.35
3533,5,2349.0,180.0,9.1,Nissan,2008,86340.0,Petrol,Automatic,Second,20.93
3534,5,1298.0,88.2,16.1,Maruti,2010,75000.0,Petrol,Manual,First,18.35
3535,5,1968.0,174.33,17.11,Audi,2016,39237.0,Diesel,Automatic,First,165.12
3536,5,1497.0,116.3,16.8,Honda,2018,11966.0,Petrol,Manual,First,66.2
3537,5,1199.0,88.7,18.2,Honda,2015,37000.0,Petrol,Manual,First,40.57
3538,5,1498.0,88.8,20.14,Volkswagen,2014,70920.0,Diesel,Manual,First,30.59
3539,5,1461.0,83.14,19.87,Nissan,2013,65280.0,Diesel,Manual,First,37.35
3540,7,2179.0,187.7,12.51,Land,2016,62000.0,Diesel,Automatic,First,286.58
3541,5,1197.0,82.9,18.5,Hyundai,2014,44525.0,Petrol,Manual,First,29.95
3542,5,1497.0,118.0,17.0,Honda,2009,86863.0,Petrol,Manual,First,23.18
3543,7,2179.0,140.0,16.0,Mahindra,2015,102626.0,Diesel,Manual,First,78.89
3544,5,1956.0,170.0,16.3,Jeep,2017,45000.0,Diesel,Manual,First,128.8
3545,7,2179.0,140.0,16.0,Mahindra,2017,22000.0,Diesel,Manual,First,103.04
3546,8,2179.0,120.0,11.79,Mahindra,2011,108905.0,Diesel,Automatic,Second,39.99
3547,7,1198.0,67.0,19.44,Datsun,2016,12800.0,Petrol,Manual,First,20.93
3548,7,2179.0,120.0,15.4,Mahindra,2016,32000.0,Diesel,Manual,First,62.79
3549,5,1198.0,86.7,15.5,Honda,2014,39000.0,Petrol,Automatic,First,28.66
3550,5,1498.0,98.6,25.6,Honda,2017,42000.0,Diesel,Manual,First,77.28
3551,5,1396.0,65.0,14.4,Tata,2008,73000.0,Petrol,Manual,First,5.15
3552,5,1186.0,73.97,24.0,Hyundai,2018,48000.0,Diesel,Manual,First,38.32
3553,4,796.0,40.3,29.995000000000005,Maruti,2015,18000.0,CNG,Manual,First,19.32
3554,5,1396.0,105.5,17.43,Hyundai,2014,19000.0,Petrol,Manual,First,33.81
3555,7,2393.0,147.8,13.68,Toyota,2019,33598.0,Diesel,Manual,First,142.97
3556,5,1995.0,184.0,17.05,BMW,2012,63000.0,Diesel,Automatic,First,86.94
3557,5,1968.0,138.03,16.96,Volkswagen,2015,48000.0,Diesel,Automatic,First,86.94
3558,5,1399.0,68.05,20.0,Ford,2014,66000.0,Diesel,Manual,First,22.35
3559,7,2696.0,184.0,11.18,Mahindra,2013,80000.0,Diesel,Automatic,Second,61.18
3560,5,1598.0,103.6,15.04,Volkswagen,2011,37000.0,Petrol,Manual,First,30.91
3561,5,1598.0,103.52,15.0,Skoda,2016,35058.0,Petrol,Manual,First,42.12
3562,5,1198.0,73.9,16.47,Volkswagen,2012,52000.0,Petrol,Manual,First,19.96
3563,5,1248.0,88.5,23.65,Maruti,2015,61313.0,Diesel,Manual,First,51.46
3564,5,1798.0,138.1,14.53,Toyota,2009,45000.0,Petrol,Manual,Second,21.25
3565,7,1248.0,88.8,20.77,Maruti,2015,74000.0,Diesel,Manual,First,56.35
3566,5,1197.0,80.0,19.2,Hyundai,2013,89000.0,Petrol,Automatic,First,26.98
3567,5,2143.0,136.0,17.9,Mercedes-Benz,2019,13414.0,Diesel,Automatic,First,198.16
3568,5,1497.0,100.0,16.9,Honda,2006,95000.0,Petrol,Manual,Second,13.59
3569,6,1198.0,82.0,18.15,Mahindra,2018,15900.0,Petrol,Manual,First,40.25
3570,7,2982.0,171.0,11.5,Toyota,2011,131500.0,Diesel,Manual,First,73.42
3571,5,1497.0,118.0,17.0,Honda,2011,65000.0,Petrol,Manual,First,33.49
3572,5,1968.0,187.74,18.53,Audi,2017,36824.0,Diesel,Automatic,First,256.57
3573,5,1399.0,68.05,20.0,Ford,2013,65287.0,Diesel,Manual,First,28.66
3574,5,2143.0,136.0,17.9,Mercedes-Benz,2014,52000.0,Diesel,Automatic,First,125.58
3575,5,1150.0,74.9,15.26,Chevrolet,2007,33000.0,Petrol,Manual,First,11.27
3576,5,1498.0,99.0,25.83,Ford,2016,71000.0,Diesel,Manual,First,32.84
3577,5,1582.0,126.2,22.7,Hyundai,2013,71000.0,Diesel,Automatic,First,43.79
3578,5,1197.0,83.1,21.4,Maruti,2016,20000.0,Petrol,Automatic,First,36.97
3579,5,1197.0,85.0,16.1,Maruti,2010,71000.0,Petrol,Manual,First,21.25
3580,4,3163.75,233.575,9.9,Mercedes-Benz,2010,29000.0,Diesel,Automatic,First,206.08
3581,5,1995.0,190.0,21.76,BMW,2016,27000.0,Diesel,Automatic,First,225.4
3582,5,1248.0,73.75,28.4,Maruti,2017,19000.0,Diesel,Automatic,First,57.32
3583,5,1591.0,121.3,17.01,Hyundai,2011,58000.0,Petrol,Manual,Second,25.76
3584,5,1956.0,170.0,17.1,Jeep,2018,42203.0,Diesel,Manual,First,125.32
3585,5,1991.0,142.0,11.4,Hyundai,2009,94000.0,Diesel,Automatic,First,33.81
3586,5,1196.0,73.0,15.1,Maruti,2013,52000.0,CNG,Manual,Second,16.74
3587,5,1497.0,108.5,21.5,Tata,2018,4900.0,Diesel,Manual,First,59.38
3588,5,814.0,55.2,21.1,Hyundai,2013,70000.0,Petrol,Manual,First,11.59
3589,5,1405.0,66.0,13.5,Tata,2005,100000.0,Diesel,Manual,Second,8.37
3590,5,2993.0,233.575,14.69,BMW,2015,65266.0,Diesel,Automatic,First,204.47
3591,7,1248.0,88.76,20.77,Maruti,2014,54569.0,Diesel,Manual,First,38.58
3592,5,1198.0,86.7,18.0,Honda,2015,51361.0,Petrol,Manual,First,31.81
3593,5,1388.0,68.0,16.6,Ford,2007,125000.0,Petrol,Manual,Third,9.66
3594,5,1799.0,130.0,13.5,Honda,2008,66000.0,Petrol,Manual,Third,20.93
3595,5,1061.0,57.5,17.3,Maruti,2007,65047.0,LPG,Manual,First,12.56
3596,7,1248.0,88.8,20.77,Maruti,2014,22281.0,Diesel,Manual,First,41.86
3597,5,1120.0,70.0,24.0,Hyundai,2013,63210.0,Diesel,Manual,First,23.89
3598,5,1197.0,81.86,20.14,Hyundai,2018,31000.0,Petrol,Manual,First,32.2
3599,5,1086.0,68.05,19.81,Hyundai,2008,60000.0,Petrol,Manual,First,12.82
3600,5,1198.0,86.7,18.0,Honda,2017,32006.0,Petrol,Manual,First,27.37
3601,5,2698.0,179.5,12.4,Audi,2009,78000.0,Diesel,Automatic,First,51.52
3602,5,1197.0,78.9,20.36,Hyundai,2011,9489.0,Petrol,Manual,First,19.0
3603,5,799.0,53.3,25.17,Renault,2018,5000.0,Petrol,Manual,First,22.54
3604,5,1968.0,140.8,15.2,Audi,2012,60000.0,Diesel,Automatic,Second,103.04
3605,5,796.0,47.3,22.74,Maruti,2015,50000.0,Petrol,Manual,First,17.71
3606,5,1497.0,117.3,17.8,Honda,2015,53000.0,Petrol,Manual,First,44.76
3607,5,1796.0,186.0,11.74,Mercedes-Benz,2011,64000.0,Petrol,Automatic,Second,80.5
3608,5,2967.0,233.575,13.22,Audi,2017,43827.0,Diesel,Automatic,First,237.19
3609,5,1199.0,74.0,16.2,Volkswagen,2011,36431.0,Petrol,Manual,First,17.39
3610,5,1396.0,88.7,21.38,Hyundai,2017,35000.0,Diesel,Manual,First,63.76
3611,5,1497.0,118.0,17.0,Honda,2011,94832.0,Petrol,Manual,First,24.67
3612,5,1497.0,118.0,17.0,Honda,2012,88381.0,Petrol,Manual,First,33.81
3613,5,1598.0,118.0,22.7,Maruti,2016,45194.0,Diesel,Manual,First,49.91
3614,5,1586.0,103.2,16.51,Maruti,2010,66000.0,Petrol,Manual,Second,15.84
3615,5,1248.0,74.0,23.4,Maruti,2014,38578.0,Diesel,Manual,First,25.5
3616,7,1248.0,88.8,20.77,Maruti,2015,40000.0,Diesel,Manual,First,53.13
3617,5,1197.0,81.83,18.6,Hyundai,2018,20632.0,Petrol,Manual,First,48.82
3618,5,1120.0,70.0,24.0,Hyundai,2014,73042.0,Diesel,Manual,First,25.7
3619,5,1497.0,117.3,17.4,Honda,2014,54257.0,Petrol,Manual,First,40.25
3620,5,1598.0,103.5,20.5,Skoda,2013,93000.0,Diesel,Manual,First,32.2
3621,5,2987.0,198.5,11.0,Mercedes-Benz,2005,102000.0,Diesel,Automatic,Second,29.95
3622,7,2199.0,194.3,13.01,Hyundai,2016,28881.0,Diesel,Automatic,First,137.62
3623,5,796.0,46.3,19.7,Maruti,2007,52195.0,Petrol,Manual,First,11.27
3624,5,2499.0,134.0,12.4,ISUZU,2018,20422.0,Diesel,Manual,First,103.62
3625,5,1396.0,88.7,24.8,Hyundai,2012,38000.0,Diesel,Manual,First,26.4
3626,5,1399.0,68.0,20.0,Ford,2015,92885.0,Diesel,Manual,First,22.93
3627,5,1497.0,118.0,17.0,Honda,2010,43000.0,Petrol,Manual,Second,27.11
3628,5,1248.0,75.0,17.8,Maruti,2016,70478.0,Diesel,Manual,First,44.18
3629,5,1582.0,126.2,23.9,Hyundai,2015,57000.0,Diesel,Manual,First,42.5
3630,5,1591.0,121.3,13.0,Hyundai,2018,32434.0,Petrol,Automatic,First,92.41
3631,5,1498.0,89.84,22.7,Ford,2017,32000.0,Diesel,Manual,First,61.18
3632,4,2993.0,233.575,11.2,BMW,2011,59000.0,Diesel,Automatic,First,141.04
3633,5,1995.0,190.0,18.12,BMW,2016,76467.0,Diesel,Automatic,First,196.1
3634,5,1498.0,99.0,25.83,Ford,2016,100000.0,Diesel,Manual,First,32.84
3635,5,1591.0,121.3,17.0,Hyundai,2013,37086.0,Petrol,Automatic,First,35.03
3636,5,1399.0,68.0,13.8,Ford,2010,131500.0,Diesel,Manual,First,10.3
3637,5,1968.0,174.33,17.68,Audi,2014,54862.0,Diesel,Automatic,First,107.35
3638,5,2354.0,152.0,10.8,Honda,2010,67758.0,Petrol,Manual,First,61.18
3639,5,1396.0,98.6,15.0,Hyundai,2012,56200.0,Petrol,Automatic,First,24.79
3640,7,2755.0,174.5,14.24,Toyota,2011,131500.0,Diesel,Manual,First,68.52
3641,5,799.0,53.3,25.17,Renault,2016,20229.0,Petrol,Manual,First,22.54
3642,5,995.0,62.0,18.0,Chevrolet,2008,62000.0,Petrol,Manual,Third,7.08
3643,5,1599.0,103.2,16.2,Hyundai,2011,51500.0,Petrol,Manual,Second,16.74
3644,5,1995.0,184.0,18.88,BMW,2012,69000.0,Diesel,Automatic,First,119.14
3645,5,1086.0,62.0,6.274999999999997,Hyundai,2004,131500.0,Petrol,Manual,First,8.69
3646,5,1248.0,74.0,26.59,Maruti,2015,62476.0,Diesel,Manual,First,51.2
